,Value,Feature
2228,0.0,f65 f87
2229,0.0,f65 f88
2230,0.0,f65 f90
2231,0.0,f65 f91
2232,0.0,f65 f92
2233,0.0,f65 f93
2234,0.0,f65 f97
2235,0.0,f65 f98
2236,0.0,f65^2
2237,0.0,f66 f67
2238,0.0,f66 f68
2239,0.0,f66 f69
2240,0.0,f66 f70
2241,0.0,f66 f77
2242,0.0,f66 f78
2243,0.0,f66 f79
2244,0.0,f66 f80
2245,0.0,f66 f81
2246,0.0,f66 f84
2247,0.0,f66 f85
2248,0.0,f66 f87
2249,0.0,f66 f92
2250,0.0,f66 f93
2251,0.0,f66 f94
2252,0.0,f66 f95
2253,0.0,f66 f99
2254,0.0,f66^2
2255,0.0,f67 f69
2256,0.0,f67 f71
2257,0.0,f67 f72
2258,0.0,f67 f75
2259,0.0,f67 f77
2260,0.0,f67 f80
2261,0.0,f67 f84
2262,0.0,f67 f85
2263,0.0,f67 f86
2264,0.0,f67 f87
2265,0.0,f67 f88
2266,0.0,f67 f89
2267,0.0,f67 f90
2268,0.0,f67 f92
2269,0.0,f67 f93
2270,0.0,f67 f94
2271,0.0,f67 f95
2272,0.0,f67 f97
2273,0.0,f67 f99
2274,0.0,f68 f69
2275,0.0,f68 f70
2276,0.0,f68 f72
2277,0.0,f68 f73
2278,0.0,f68 f74
2279,0.0,f68 f75
2280,0.0,f68 f76
2281,0.0,f68 f77
2282,0.0,f68 f80
2283,0.0,f68 f81
2284,0.0,f68 f82
2285,0.0,f68 f85
2286,0.0,f68 f86
2287,0.0,f68 f88
2288,0.0,f68 f89
2289,0.0,f68 f91
2290,0.0,f68 f92
2291,0.0,f68 f93
2292,0.0,f68 f97
2293,0.0,f68 f98
2294,0.0,f68 f99
2295,0.0,f69 f70
2296,0.0,f69 f75
2297,0.0,f69 f76
2298,0.0,f69 f78
2299,0.0,f69 f79
2300,0.0,f69 f81
2301,0.0,f69 f82
2302,0.0,f69 f84
2303,0.0,f69 f85
2304,0.0,f69 f86
2305,0.0,f69 f87
2306,0.0,f69 f88
2307,0.0,f69 f89
2308,0.0,f69 f90
2309,0.0,f69 f94
2310,0.0,f69 f96
2311,0.0,f69 f97
2312,0.0,f69 f99
2313,0.0,f6^2
2314,0.0,f7 f12
2315,0.0,f7 f15
2316,0.0,f7 f17
2317,0.0,f7 f18
2318,0.0,f7 f20
2319,0.0,f7 f21
2320,0.0,f7 f23
2321,0.0,f7 f26
2322,0.0,f7 f27
2323,0.0,f7 f29
2324,0.0,f7 f33
2325,0.0,f7 f36
2326,0.0,f7 f39
2327,0.0,f7 f40
2328,0.0,f7 f42
2329,0.0,f7 f43
2330,0.0,f7 f44
2331,0.0,f7 f47
2332,0.0,f7 f49
2333,0.0,f7 f53
2334,0.0,f7 f58
2335,0.0,f7 f61
2336,0.0,f7 f62
2337,0.0,f7 f64
2338,0.0,f7 f65
2339,0.0,f7 f67
2340,0.0,f7 f70
2341,0.0,f7 f72
2342,0.0,f7 f73
2343,0.0,f7 f74
2344,0.0,f7 f75
2345,0.0,f7 f80
2346,0.0,f7 f81
2347,0.0,f7 f82
2348,0.0,f7 f84
2349,0.0,f7 f85
2350,0.0,f7 f87
2351,0.0,f7 f92
2352,0.0,f7 f93
2353,0.0,f7 f94
2354,0.0,f7 f97
2355,0.0,f70
2356,0.0,f70 f72
2357,0.0,f70 f75
2358,0.0,f70 f78
2359,0.0,f70 f81
2360,0.0,f70 f83
2361,0.0,f70 f87
2362,0.0,f70 f88
2363,0.0,f70 f89
2364,0.0,f70 f90
2365,0.0,f70 f91
2366,0.0,f70 f93
2367,0.0,f70 f96
2368,0.0,f70^2
2369,0.0,f71 f72
2370,0.0,f71 f74
2371,0.0,f71 f79
2372,0.0,f71 f80
2373,0.0,f71 f82
2374,0.0,f71 f84
2375,0.0,f71 f85
2376,0.0,f71 f86
2377,0.0,f71 f87
2378,0.0,f71 f88
2379,0.0,f71 f90
2380,0.0,f71 f91
2381,0.0,f71 f92
2382,0.0,f71 f93
2383,0.0,f71 f94
2384,0.0,f71 f97
2385,0.0,f71 f98
2386,0.0,f71 f99
2387,0.0,f72 f73
2388,0.0,f72 f76
2389,0.0,f72 f77
2390,0.0,f72 f79
2391,0.0,f72 f80
2392,0.0,f72 f81
2393,0.0,f72 f83
2394,0.0,f72 f84
2395,0.0,f72 f85
2396,0.0,f72 f87
2397,0.0,f72 f88
2398,0.0,f72 f91
2399,0.0,f72 f92
2400,0.0,f72 f94
2401,0.0,f72 f95
2402,0.0,f72 f97
2403,0.0,f72 f98
2404,0.0,f72^2
2405,0.0,f73
2406,0.0,f73 f75
2407,0.0,f73 f76
2408,0.0,f73 f77
2409,0.0,f73 f80
2410,0.0,f73 f83
2411,0.0,f73 f86
2412,0.0,f73 f89
2413,0.0,f73 f91
2414,0.0,f73 f94
2415,0.0,f73 f95
2416,0.0,f73 f98
2417,0.0,f73 f99
2418,0.0,f73^2
2419,0.0,f74 f78
2420,0.0,f74 f79
2421,0.0,f74 f81
2422,0.0,f74 f82
2423,0.0,f74 f83
2424,0.0,f74 f84
2425,0.0,f74 f86
2426,0.0,f74 f91
2427,0.0,f74 f92
2428,0.0,f74 f95
2429,0.0,f74 f96
2430,0.0,f74 f97
2431,0.0,f74^2
2432,0.0,f75 f78
2433,0.0,f75 f79
2434,0.0,f75 f81
2435,0.0,f75 f82
2436,0.0,f75 f83
2437,0.0,f75 f84
2438,0.0,f75 f85
2439,0.0,f75 f90
2440,0.0,f75 f93
2441,0.0,f75 f94
2442,0.0,f75 f95
2443,0.0,f75 f96
2444,0.0,f75 f98
2445,0.0,f75 f99
2446,0.0,f75^2
2447,0.0,f76 f77
2448,0.0,f76 f78
2449,0.0,f76 f80
2450,0.0,f76 f81
2451,0.0,f76 f84
2452,0.0,f76 f87
2453,0.0,f76 f90
2454,0.0,f76 f91
2455,0.0,f76 f92
2456,0.0,f76 f93
2457,0.0,f76 f97
2458,0.0,f76 f98
2459,0.0,f77 f79
2460,0.0,f77 f81
2461,0.0,f77 f83
2462,0.0,f77 f84
2463,0.0,f77 f85
2464,0.0,f77 f87
2465,0.0,f77 f88
2466,0.0,f77 f92
2467,0.0,f77 f93
2468,0.0,f77 f97
2469,0.0,f77 f98
2470,0.0,f77 f99
2471,0.0,f78 f79
2472,0.0,f78 f83
2473,0.0,f78 f85
2474,0.0,f78 f88
2475,0.0,f78 f89
2476,0.0,f78 f90
2477,0.0,f78 f91
2478,0.0,f78 f93
2479,0.0,f78 f94
2480,0.0,f78 f95
2481,0.0,f78 f96
2482,0.0,f78^2
2483,0.0,f79 f80
2484,0.0,f79 f81
2485,0.0,f79 f82
2486,0.0,f79 f83
2487,0.0,f79 f84
2488,0.0,f79 f85
2489,0.0,f79 f86
2490,0.0,f79 f87
2491,0.0,f79 f88
2492,0.0,f79 f89
2493,0.0,f79 f90
2494,0.0,f79 f91
2495,0.0,f79 f92
2496,0.0,f79 f93
2497,0.0,f79 f94
2498,0.0,f79 f95
2499,0.0,f79 f97
2500,0.0,f79 f98
2501,0.0,f79^2
2502,0.0,f8 f10
2503,0.0,f8 f12
2504,0.0,f8 f15
2505,0.0,f8 f16
2506,0.0,f8 f25
2507,0.0,f8 f26
2508,0.0,f8 f27
2509,0.0,f8 f29
2510,0.0,f8 f30
2511,0.0,f8 f31
2512,0.0,f8 f33
2513,0.0,f8 f35
2514,0.0,f8 f36
2515,0.0,f8 f37
2516,0.0,f8 f39
2517,0.0,f8 f41
2518,0.0,f8 f43
2519,0.0,f8 f45
2520,0.0,f8 f46
2521,0.0,f8 f49
2522,0.0,f8 f51
2523,0.0,f8 f52
2524,0.0,f8 f53
2525,0.0,f8 f58
2526,0.0,f8 f60
2527,0.0,f8 f62
2528,0.0,f8 f63
2529,0.0,f8 f64
2530,0.0,f8 f65
2531,0.0,f8 f68
2532,0.0,f8 f69
2533,0.0,f8 f71
2534,0.0,f8 f72
2535,0.0,f8 f73
2536,0.0,f8 f76
2537,0.0,f8 f78
2538,0.0,f8 f82
2539,0.0,f8 f84
2540,0.0,f8 f85
2541,0.0,f8 f88
2542,0.0,f8 f9
2543,0.0,f8 f90
2544,0.0,f8 f93
2545,0.0,f8 f97
2546,0.0,f80 f81
2547,0.0,f80 f82
2548,0.0,f80 f83
2549,0.0,f80 f84
2550,0.0,f80 f85
2551,0.0,f80 f86
2552,0.0,f80 f87
2553,0.0,f80 f88
2554,0.0,f80 f89
2555,0.0,f80 f92
2556,0.0,f80 f95
2557,0.0,f80 f98
2558,0.0,f80 f99
2559,0.0,f80^2
2560,0.0,f81 f83
2561,0.0,f81 f84
2562,0.0,f81 f88
2563,0.0,f81 f89
2564,0.0,f81 f91
2565,0.0,f81 f92
2566,0.0,f81 f95
2567,0.0,f81 f96
2568,0.0,f81 f97
2569,0.0,f81 f98
2570,0.0,f81 f99
2571,0.0,f82 f83
2572,0.0,f82 f84
2573,0.0,f82 f86
2574,0.0,f82 f90
2575,0.0,f82 f91
2576,0.0,f82 f92
2577,0.0,f82 f97
2578,0.0,f82 f98
2579,0.0,f82 f99
2580,0.0,f82^2
2581,0.0,f83
2582,0.0,f83 f84
2583,0.0,f83 f85
2584,0.0,f83 f87
2585,0.0,f83 f89
2586,0.0,f83 f90
2587,0.0,f83 f91
2588,0.0,f83 f93
2589,0.0,f83 f96
2590,0.0,f83 f97
2591,0.0,f83 f99
2592,0.0,f84 f85
2593,0.0,f84 f86
2594,0.0,f84 f87
2595,0.0,f84 f88
2596,0.0,f84 f90
2597,0.0,f84 f98
2598,0.0,f84^2
2599,0.0,f85 f86
2600,0.0,f85 f92
2601,0.0,f85 f93
2602,0.0,f85 f94
2603,0.0,f85 f97
2604,0.0,f85 f98
2605,0.0,f85 f99
2606,0.0,f85^2
2607,0.0,f86 f87
2608,0.0,f86 f88
2609,0.0,f86 f91
2610,0.0,f86 f92
2611,0.0,f86 f93
2612,0.0,f86 f94
2613,0.0,f86 f95
2614,0.0,f86 f98
2615,0.0,f86^2
2616,0.0,f87 f88
2617,0.0,f87 f89
2618,0.0,f87 f90
2619,0.0,f87 f92
2620,0.0,f87 f93
2621,0.0,f87 f94
2622,0.0,f87 f96
2623,0.0,f87 f98
2624,0.0,f87^2
2625,0.0,f88 f90
2626,0.0,f88 f91
2627,0.0,f88 f93
2628,0.0,f88 f96
2629,0.0,f88^2
2630,0.0,f89 f91
2631,0.0,f89 f95
2632,0.0,f89 f96
2633,0.0,f89 f97
2634,0.0,f89 f99
2635,0.0,f9 f10
2636,0.0,f9 f11
2637,0.0,f9 f14
2638,0.0,f9 f15
2639,0.0,f9 f16
2640,0.0,f9 f17
2641,0.0,f9 f18
2642,0.0,f9 f19
2643,0.0,f9 f20
2644,0.0,f9 f22
2645,0.0,f9 f25
2646,0.0,f9 f27
2647,0.0,f9 f28
2648,0.0,f9 f29
2649,0.0,f9 f30
2650,0.0,f9 f32
2651,0.0,f9 f33
2652,0.0,f9 f35
2653,0.0,f9 f36
2654,0.0,f9 f37
2655,0.0,f9 f38
2656,0.0,f9 f40
2657,0.0,f9 f41
2658,0.0,f9 f42
2659,0.0,f9 f43
2660,0.0,f9 f44
2661,0.0,f9 f45
2662,0.0,f9 f46
2663,0.0,f9 f47
2664,0.0,f9 f48
2665,0.0,f9 f52
2666,0.0,f9 f56
2667,0.0,f9 f58
2668,0.0,f9 f62
2669,0.0,f9 f63
2670,0.0,f9 f65
2671,0.0,f9 f67
2672,0.0,f9 f68
2673,0.0,f9 f69
2674,0.0,f9 f70
2675,0.0,f9 f73
2676,0.0,f9 f74
2677,0.0,f9 f75
2678,0.0,f9 f76
2679,0.0,f9 f77
2680,0.0,f9 f78
2681,0.0,f9 f80
2682,0.0,f9 f84
2683,0.0,f9 f86
2684,0.0,f9 f87
2685,0.0,f9 f88
2686,0.0,f9 f89
2687,0.0,f9 f90
2688,0.0,f9 f91
2689,0.0,f9 f92
2690,0.0,f9 f93
2691,0.0,f9 f94
2692,0.0,f9 f95
2693,0.0,f9 f98
2694,0.0,f9 f99
2695,0.0,f90 f95
2696,0.0,f90 f98
2697,0.0,f90 f99
2698,0.0,f90^2
2699,0.0,f91 f92
2700,0.0,f91 f93
2701,0.0,f91 f98
2702,0.0,f91 f99
2703,0.0,f92 f94
2704,0.0,f92 f95
2705,0.0,f92 f96
2706,0.0,f92 f98
2707,0.0,f92 f99
2708,0.0,f93 f94
2709,0.0,f93^2
2710,0.0,f94
2711,0.0,f94 f95
2712,0.0,f94 f96
2713,0.0,f94 f97
2714,0.0,f95 f96
2715,0.0,f95 f97
2716,0.0,f95^2
2717,0.0,f96 f97
2718,0.0,f96 f99
2719,0.0,f96^2
2720,0.0,f97
2721,0.0,f97 f99
2722,0.0,f97^2
2723,0.0,f98 f99
2724,0.0,f98^2
2725,0.0,f99^2
2726,0.0,f9^2
2727,1.5307863066027494e-07,f0 f64
2728,1.1941854154429166e-06,f60 f80
2729,3.279021711932728e-06,f24 f44
2730,3.5152615964761935e-06,f19 f98
2731,6.186505288496846e-06,f1 f26
2732,6.440439847210655e-06,f0 f68
2733,6.688638677587733e-06,f99
2734,1.3641349141835235e-05,f49 f84
2735,1.4656419807579368e-05,f23 f74
2736,1.6298865375574678e-05,f66 f98
2737,1.8723541870713234e-05,f72
2738,1.9497660105116665e-05,f33 f37
2739,1.985281596716959e-05,f70 f73
2740,2.0592688088072464e-05,f1 f6
2741,2.185977245972026e-05,f0
2742,2.3489226805395447e-05,f20
2743,2.369862158957403e-05,f5 f65
2744,2.7303380193188787e-05,f15 f98
2745,2.731937638600357e-05,f0 f86
2746,2.788941674225498e-05,f7 f37
2747,2.792577834043186e-05,f47 f71
2748,2.9043210815871134e-05,f62 f66
2749,2.993383714056108e-05,f49
2750,3.1485167710343376e-05,f1
2751,3.257313437643461e-05,f2
2752,3.265911072958261e-05,f0 f49
2753,3.315961657790467e-05,f51
2754,3.4525510272942483e-05,f28 f51
2755,3.5236294934293255e-05,f8 f81
2756,3.5247128835180774e-05,f5 f82
2757,3.622176518547349e-05,f5 f41
2758,3.623229349614121e-05,f14 f46
2759,3.660377478809096e-05,f22 f83
2760,3.6927474866388366e-05,f1 f67
2761,3.718298830790445e-05,f3
2762,3.838263364741579e-05,f18
2763,3.840502176899463e-05,f1 f72
2764,3.858797572320327e-05,f0 f20
2765,4.0088627429213375e-05,f8 f24
2766,4.0671133319847286e-05,f90
2767,4.088614150532521e-05,f3 f73
2768,4.120776429772377e-05,f11
2769,4.315425030654296e-05,f19 f67
2770,4.372695548227057e-05,f75
2771,4.3972213461529464e-05,f4
2772,4.4164964492665604e-05,f7
2773,4.418913522385992e-05,f74
2774,4.534464460448362e-05,f40
2775,4.631686533684842e-05,f17 f98
2776,4.6381621359614655e-05,f0 f25
2777,4.787710713571869e-05,f22
2778,4.896479731542058e-05,f3 f87
2779,4.9502483307151124e-05,f16 f66
2780,4.981480014976114e-05,f12 f94
2781,5.0029910198645666e-05,f37 f56
2782,5.0570688472362235e-05,f32 f76
2783,5.0773258408298716e-05,f34 f74
2784,5.094445077702403e-05,f1 f33
2785,5.10794016008731e-05,f42 f55
2786,5.206474452279508e-05,f10
2787,5.240679456619546e-05,f33 f85
2788,5.4416595958173275e-05,f28 f69
2789,5.511600465979427e-05,f82 f96
2790,5.542695362237282e-05,f55 f58
2791,5.5481112212873995e-05,f13 f56
2792,5.646520367008634e-05,f3 f4
2793,5.656384746544063e-05,f21
2794,5.665137723553926e-05,f62
2795,5.7710291002877057e-05,f5
2796,5.808035712107085e-05,f0 f31
2797,5.859533484908752e-05,f13
2798,5.9473575674928725e-05,f5 f12
2799,5.976963439024985e-05,f47 f77
2800,6.0611808294197544e-05,f18 f87
2801,6.237212801352143e-05,f3 f67
2802,6.314308848232031e-05,f45
2803,6.379439582815394e-05,f47
2804,6.41181250102818e-05,f48
2805,6.613979348912835e-05,f6
2806,6.678319186903536e-05,f1 f9
2807,6.68334323563613e-05,f50 f70
2808,6.692933675367385e-05,f65 f95
2809,6.810740887885913e-05,f69
2810,6.851492071291432e-05,f36
2811,6.895537080708891e-05,f2 f16
2812,6.92010871716775e-05,f41
2813,6.992021371843293e-05,f11 f74
2814,7.001722406130284e-05,f8
2815,7.037600880721584e-05,f29 f80
2816,7.038727926556021e-05,f2 f8
2817,7.06190403434448e-05,f66
2818,7.157160871429369e-05,f1 f79
2819,7.224056025734171e-05,f10 f37
2820,7.326769264182076e-05,f16
2821,7.365074998233467e-05,f55
2822,7.620323594892398e-05,f7 f35
2823,7.644762081326917e-05,f6 f21
2824,7.734909013379365e-05,f91
2825,7.961577648529783e-05,f14
2826,8.511725900461897e-05,f15
2827,8.520589472027496e-05,f0 f83
2828,8.575914398534223e-05,f12 f14
2829,8.814578177407384e-05,f54
2830,9.122705523623154e-05,f13 f45
2831,9.172583668259904e-05,f28 f33
2832,9.414052328793332e-05,f67
2833,9.452318045077845e-05,f28
2834,9.539181337459013e-05,f37 f87
2835,9.607167157810181e-05,f77 f91
2836,9.618292097002268e-05,f0 f89
2837,9.714585030451417e-05,f95
2838,9.727657015901059e-05,f18 f39
2839,9.771847544470802e-05,f47 f53
2840,9.856957331066951e-05,f14 f91
2841,9.93473149719648e-05,f24 f60
2842,9.942139149643481e-05,f47 f58
2843,0.00010133815521840006,f35
2844,0.0001015075613395311,f0 f63
2845,0.00010407935042167082,f17 f48
2846,0.00010445744555909187,f11 f30
2847,0.00010490814747754484,f70 f98
2848,0.00010765587649075314,f31
2849,0.00010791743261506781,f31 f80
2850,0.00010936006583506241,f19
2851,0.000109772605355829,f0 f12
2852,0.00011072681081714109,f1 f7
2853,0.0001111827150452882,f23
2854,0.00011137330875499174,f16 f28
2855,0.00011206472117919475,f1 f17
2856,0.00011221536988159642,f18 f69
2857,0.00011231164535274729,f8 f91
2858,0.00011307386012049392,f54 f91
2859,0.00011446308781160042,f81
2860,0.00011785300739575177,f25 f91
2861,0.00011785735114244744,f0 f3
2862,0.00011892593465745449,f2 f40
2863,0.00011996817192994058,f19 f94
2864,0.00012108145892852917,f92
2865,0.00012108354712836444,f12 f18
2866,0.00012138135934947059,f90 f91
2867,0.00012193020666018128,f29
2868,0.0001223786239279434,f15 f36
2869,0.00012330239405855536,f17
2870,0.00012332136975601315,f24
2871,0.00012352655176073313,f46 f88
2872,0.00012541199976112694,f73 f85
2873,0.00012669386342167854,f35 f83
2874,0.0001267771003767848,f94 f98
2875,0.00012745687854476273,f1 f24
2876,0.00013006267545279115,f65
2877,0.00013055371528025717,f53
2878,0.0001335158449364826,f21 f35
2879,0.000134804067783989,f84 f92
2880,0.00013492850121110678,f40 f94
2881,0.00013612770999316126,f24 f25
2882,0.00013695756206288934,f10 f98
2883,0.00013724574819207191,f28 f71
2884,0.00013753728126175702,f8 f13
2885,0.0001377069129375741,f25 f50
2886,0.0001380521134706214,f46 f78
2887,0.0001389247045153752,f40 f54
2888,0.00013916438911110163,f18 f86
2889,0.00013956869952380657,f44
2890,0.0001406262890668586,f2 f17
2891,0.0001408734533470124,f17 f92
2892,0.00014138661208562553,f2 f48
2893,0.0001417780149495229,f22 f29
2894,0.0001425543741788715,f32
2895,0.0001426239323336631,f33 f54
2896,0.00014265561185311526,f8 f19
2897,0.00014353528968058527,f58 f65
2898,0.00014445710985455662,f45 f88
2899,0.00014453993935603648,f52 f59
2900,0.00014476251089945436,f6 f47
2901,0.0001459138438804075,f3 f6
2902,0.00014668046787846833,f1 f74
2903,0.00014770984125789255,f31 f42
2904,0.0001482585648773238,f32 f67
2905,0.00014999409904703498,f3 f8
2906,0.00015014907694421709,f1 f5
2907,0.00015103747136890888,f12 f98
2908,0.00015147458179853857,f14 f47
2909,0.00015197515313047916,f60 f99
2910,0.00015283965331036597,f11 f69
2911,0.0001538980141049251,f4 f68
2912,0.00015440615243278444,f11 f29
2913,0.00015472258382942528,f18 f59
2914,0.000155316069140099,f21 f24
2915,0.00015741355309728533,f17 f74
2916,0.00015789158351253718,f41 f71
2917,0.0001578960509505123,f4 f56
2918,0.0001601628609932959,f57 f94
2919,0.0001602598058525473,f0 f44
2920,0.00016068948025349528,f49 f75
2921,0.00016078389307949692,f9
2922,0.00016186884022317827,f14 f57
2923,0.00016242371930275112,f0 f14
2924,0.0001625496515771374,f20 f90
2925,0.00016298754781018943,f4 f7
2926,0.00016373902326449752,f24 f39
2927,0.00016403124027419835,f77
2928,0.00016509866691194475,f23 f70
2929,0.00016604825214017183,f21 f67
2930,0.00016637617954984307,f14 f90
2931,0.00016679444524925202,f21 f55
2932,0.0001673494843998924,f67 f83
2933,0.00016793367103673518,f4 f27
2934,0.00016803783364593983,f36 f49
2935,0.0001681571884546429,f23 f87
2936,0.00016846464131958783,f8 f48
2937,0.00016853045963216573,f50 f98
2938,0.00016924628289416432,f39 f88
2939,0.00016981862427201122,f33 f77
2940,0.00016984315880108625,f35 f39
2941,0.0001701546716503799,f24 f32
2942,0.00017051462782546878,f13 f22
2943,0.00017282260523643345,f3 f33
2944,0.00017379390192218125,f63 f78
2945,0.00017438209033571184,f3 f28
2946,0.00017638735880609602,f8 f42
2947,0.00017660883895587176,f1 f21
2948,0.00017699244199320674,f22 f76
2949,0.00017737977032084018,f65 f74
2950,0.00017818884225562215,f11 f14
2951,0.00017823459347710013,f18 f32
2952,0.00017835402104537934,f36 f69
2953,0.00017868993745651096,f62 f75
2954,0.0001794997660908848,f0 f5
2955,0.0001802701153792441,f28 f90
2956,0.00018111172539647669,f5 f47
2957,0.00018112844554707408,f35 f60
2958,0.00018148422532249242,f17 f89
2959,0.00018259244097862393,f52
2960,0.0001832794223446399,f49 f64
2961,0.00018395145889371634,f30 f62
2962,0.00018420086416881531,f2 f4
2963,0.0001845109654823318,f12 f80
2964,0.00018472489318810403,f9 f96
2965,0.0001847972598625347,f32 f35
2966,0.00018584218923933804,f32 f38
2967,0.00018659670604392886,f7 f91
2968,0.00018845140584744513,f3 f5
2969,0.00018877412367146462,f0 f71
2970,0.0001890594430733472,f3 f54
2971,0.00019135070033371449,f42
2972,0.00019205994613002986,f4 f57
2973,0.00019337315461598337,f0 f82
2974,0.00019562926900107414,f16 f27
2975,0.00019596789206843823,f6 f70
2976,0.00019633487681858242,f29 f57
2977,0.00019681957201100886,f11 f89
2978,0.0001969891309272498,f20 f61
2979,0.00019703972793649882,f1 f59
2980,0.00019788755162153393,f4 f67
2981,0.00019981939112767577,f5 f72
2982,0.00020024130935780704,f4 f81
2983,0.00020070550090167671,f35 f70
2984,0.00020076239889021963,f12
2985,0.0002008420997299254,f10 f94
2986,0.00020095243235118687,f15 f17
2987,0.0002012317127082497,f8 f99
2988,0.00020168790069874376,f56
2989,0.0002023953275056556,f1 f60
2990,0.0002033061027759686,f31 f60
2991,0.00020373343431856483,f1 f65
2992,0.00020395391038618982,f32 f91
2993,0.00020432478049769998,f15 f50
2994,0.0002047913585556671,f40 f52
2995,0.00020534069335553795,f29 f47
2996,0.00020587662584148347,f2 f68
2997,0.00020618672715499997,f7 f19
2998,0.00020650436636060476,f59 f78
2999,0.00020654479158110917,f89
3000,0.00020665695774368942,f14 f48
3001,0.0002070062473649159,f5 f36
3002,0.00020805497479159385,f40 f90
3003,0.0002080580743495375,f34 f60
3004,0.00020832456357311457,f71
3005,0.0002084456937154755,f24 f71
3006,0.00020869217405561358,f67 f96
3007,0.00020911049796268344,f6 f27
3008,0.0002094426454277709,f8 f79
3009,0.00020957495144102722,f22 f94
3010,0.00021094719704706222,f69 f77
3011,0.00021140063472557813,f42 f88
3012,0.00021143122285138816,f27 f74
3013,0.00021161593031138182,f0 f92
3014,0.00021163030760362744,f46 f60
3015,0.00021172202832531184,f13 f62
3016,0.00021180510520935059,f60
3017,0.00021200062474235892,f88
3018,0.00021247951372060925,f46 f94
3019,0.00021268607815727592,f46 f66
3020,0.00021461822325363755,f0 f45
3021,0.0002152671804651618,f75 f87
3022,0.00021534584811888635,f8 f21
3023,0.00021569438104052097,f29 f92
3024,0.0002161676820833236,f68 f90
3025,0.00021624096552841365,f82
3026,0.00021627671958412975,f10 f18
3027,0.00021643908985424787,f40 f81
3028,0.00021675605967175215,f37
3029,0.00021690214634872973,f37 f47
3030,0.000218044820940122,f28 f57
3031,0.00021869008196517825,f29 f69
3032,0.00021947977074887604,f43 f76
3033,0.00021959771402180195,f0 f56
3034,0.00021968470537103713,f27 f62
3035,0.0002199402661062777,f32 f75
3036,0.00022063286451157182,f7 f89
3037,0.00022071049897931516,f7 f46
3038,0.00022119813365861773,f27 f82
3039,0.00022150317090563476,f5 f42
3040,0.00022188154980540276,f11 f13
3041,0.00022225525754038244,f55 f89
3042,0.00022251441259868443,f11 f38
3043,0.0002227129734819755,f7 f78
3044,0.00022276799427345395,f87
3045,0.0002242532791569829,f62 f96
3046,0.00022470952535513788,f58 f86
3047,0.0002259103930555284,f67 f73
3048,0.0002262803027406335,f17 f99
3049,0.0002268297685077414,f3 f91
3050,0.00022701348643749952,f47 f51
3051,0.0002285508089698851,f95 f98
3052,0.0002285718364873901,f26 f31
3053,0.0002286975650349632,f6 f35
3054,0.00022897844610270113,f16 f85
3055,0.00022911466658115387,f17 f79
3056,0.00022944153170101345,f15 f93
3057,0.0002302395732840523,f33 f60
3058,0.00023025959671940655,f24 f47
3059,0.00023074127966538072,f34 f85
3060,0.00023076313664205372,f1 f41
3061,0.00023100244288798422,f68 f71
3062,0.0002317247272003442,f8 f66
3063,0.00023234217951539904,f6 f39
3064,0.00023245566990226507,f51 f57
3065,0.0002324573288206011,f31 f70
3066,0.00023349291586782783,f20 f22
3067,0.00023351504933089018,f55 f74
3068,0.0002335798490094021,f56 f59
3069,0.00023364077787846327,f24 f58
3070,0.00023467397841159254,f41 f77
3071,0.00023486846475861967,f21 f75
3072,0.00023497940856032073,f6 f16
3073,0.0002355908218305558,f17 f63
3074,0.00023564159346278757,f4 f52
3075,0.00023575455998070538,f1 f77
3076,0.00023586051247548312,f8 f75
3077,0.00023592537036165595,f14 f37
3078,0.000235934421652928,f35 f81
3079,0.00023595178208779544,f58 f75
3080,0.00023641834559384733,f0 f4
3081,0.0002366363478358835,f0 f18
3082,0.00023680293816141784,f32 f94
3083,0.0002371260488871485,f2 f35
3084,0.00023712895927019417,f13 f18
3085,0.0002375997428316623,f49 f79
3086,0.00023793050786480308,f52 f81
3087,0.00023878840147517622,f1 f22
3088,0.00023886514827609062,f10 f32
3089,0.00023899388907011598,f16 f18
3090,0.00023907427384983748,f23 f44
3091,0.00023923128901515156,f41 f62
3092,0.00023925297136884183,f11 f76
3093,0.00023951410548761487,f22^2
3094,0.00023953267373144627,f22 f44
3095,0.0002395787596469745,f52 f83
3096,0.00023982270795386285,f33 f35
3097,0.0002398847573203966,f18 f35
3098,0.00024004533770494163,f47 f62
3099,0.0002401352976448834,f41 f53
3100,0.00024027962354011834,f7 f76
3101,0.0002403332182439044,f48 f82
3102,0.00024047032638918608,f7 f99
3103,0.00024074177781585604,f56 f90
3104,0.00024087599013000727,f12 f79
3105,0.0002409213047940284,f40 f41
3106,0.0002410586894256994,f84 f99
3107,0.00024118706642184407,f76 f96
3108,0.00024190750264097005,f20 f89
3109,0.00024192529963329434,f26 f78
3110,0.00024196674348786473,f3 f63
3111,0.0002422768739052117,f49 f68
3112,0.00024279991339426488,f24 f46
3113,0.00024309841683134437,f82 f88
3114,0.00024318414216395468,f26 f43
3115,0.00024325262347701937,f57 f79
3116,0.00024326672428287566,f62 f73
3117,0.000243467788095586,f2 f13
3118,0.00024354743072763085,f39 f75
3119,0.00024355034111067653,f34 f64
3120,0.000243553557083942,f32 f52
3121,0.00024358298105653375,f1 f42
3122,0.0002435909555060789,f5 f49
3123,0.00024375089560635388,f47 f55
3124,0.0002445099235046655,f1 f36
3125,0.0002449752064421773,f17 f86
3126,0.000245202099904418,f15 f43
