,Value,Feature
1150,0.0,f33 f34
1151,0.0,f33 f39
1152,0.0,f33 f40
1153,0.0,f33 f41
1154,0.0,f33 f42
1155,0.0,f33 f43
1156,0.0,f33 f44
1157,0.0,f33 f45
1158,0.0,f33 f46
1159,0.0,f33 f48
1160,0.0,f33 f50
1161,0.0,f33 f55
1162,0.0,f33 f57
1163,0.0,f33 f63
1164,0.0,f33 f64
1165,0.0,f33 f65
1166,0.0,f33 f66
1167,0.0,f33 f67
1168,0.0,f33 f70
1169,0.0,f33 f71
1170,0.0,f33 f72
1171,0.0,f33 f73
1172,0.0,f33 f74
1173,0.0,f33 f75
1174,0.0,f33 f76
1175,0.0,f33 f79
1176,0.0,f33 f80
1177,0.0,f33 f81
1178,0.0,f33 f84
1179,0.0,f33 f86
1180,0.0,f33 f88
1181,0.0,f33 f89
1182,0.0,f33 f91
1183,0.0,f33 f92
1184,0.0,f33 f97
1185,0.0,f33 f98
1186,0.0,f33 f99
1187,0.0,f34
1188,0.0,f34 f35
1189,0.0,f34 f36
1190,0.0,f34 f40
1191,0.0,f34 f42
1192,0.0,f34 f44
1193,0.0,f34 f45
1194,0.0,f34 f46
1195,0.0,f34 f47
1196,0.0,f34 f49
1197,0.0,f34 f51
1198,0.0,f34 f54
1199,0.0,f34 f56
1200,0.0,f34 f59
1201,0.0,f34 f61
1202,0.0,f34 f62
1203,0.0,f34 f63
1204,0.0,f34 f65
1205,0.0,f34 f71
1206,0.0,f34 f72
1207,0.0,f34 f75
1208,0.0,f34 f76
1209,0.0,f34 f77
1210,0.0,f34 f81
1211,0.0,f34 f82
1212,0.0,f34 f83
1213,0.0,f34 f84
1214,0.0,f34 f87
1215,0.0,f34 f88
1216,0.0,f34 f90
1217,0.0,f34 f91
1218,0.0,f34 f92
1219,0.0,f34 f93
1220,0.0,f34 f95
1221,0.0,f34 f98
1222,0.0,f34^2
1223,0.0,f35 f36
1224,0.0,f35 f37
1225,0.0,f35 f38
1226,0.0,f35 f40
1227,0.0,f35 f42
1228,0.0,f35 f46
1229,0.0,f35 f47
1230,0.0,f35 f50
1231,0.0,f35 f51
1232,0.0,f35 f52
1233,0.0,f35 f58
1234,0.0,f35 f59
1235,0.0,f35 f61
1236,0.0,f35 f62
1237,0.0,f35 f64
1238,0.0,f35 f65
1239,0.0,f35 f66
1240,0.0,f35 f67
1241,0.0,f35 f68
1242,0.0,f35 f69
1243,0.0,f35 f71
1244,0.0,f35 f73
1245,0.0,f35 f75
1246,0.0,f35 f77
1247,0.0,f35 f78
1248,0.0,f35 f79
1249,0.0,f35 f80
1250,0.0,f35 f82
1251,0.0,f35 f86
1252,0.0,f35 f87
1253,0.0,f35 f88
1254,0.0,f35 f90
1255,0.0,f35 f91
1256,0.0,f35 f92
1257,0.0,f35 f94
1258,0.0,f35 f95
1259,0.0,f35 f96
1260,0.0,f35 f97
1261,0.0,f35^2
1262,0.0,f36 f37
1263,0.0,f36 f38
1264,0.0,f36 f40
1265,0.0,f36 f41
1266,0.0,f36 f42
1267,0.0,f36 f43
1268,0.0,f36 f47
1269,0.0,f36 f50
1270,0.0,f36 f53
1271,0.0,f36 f56
1272,0.0,f36 f57
1273,0.0,f36 f59
1274,0.0,f36 f61
1275,0.0,f36 f62
1276,0.0,f36 f64
1277,0.0,f36 f66
1278,0.0,f36 f68
1279,0.0,f36 f72
1280,0.0,f36 f74
1281,0.0,f36 f75
1282,0.0,f36 f76
1283,0.0,f36 f77
1284,0.0,f36 f78
1285,0.0,f36 f80
1286,0.0,f36 f81
1287,0.0,f36 f82
1288,0.0,f36 f86
1289,0.0,f36 f91
1290,0.0,f36 f93
1291,0.0,f36 f94
1292,0.0,f36 f95
1293,0.0,f36 f97
1294,0.0,f36^2
1295,0.0,f37 f38
1296,0.0,f37 f39
1297,0.0,f37 f40
1298,0.0,f37 f41
1299,0.0,f37 f42
1300,0.0,f37 f48
1301,0.0,f37 f52
1302,0.0,f37 f53
1303,0.0,f37 f55
1304,0.0,f37 f57
1305,0.0,f37 f58
1306,0.0,f37 f61
1307,0.0,f37 f62
1308,0.0,f37 f63
1309,0.0,f37 f65
1310,0.0,f37 f66
1311,0.0,f37 f68
1312,0.0,f37 f70
1313,0.0,f37 f72
1314,0.0,f37 f73
1315,0.0,f37 f75
1316,0.0,f37 f78
1317,0.0,f37 f79
1318,0.0,f37 f81
1319,0.0,f37 f83
1320,0.0,f37 f84
1321,0.0,f37 f86
1322,0.0,f37 f88
1323,0.0,f37 f90
1324,0.0,f37 f92
1325,0.0,f37 f93
1326,0.0,f37 f97
1327,0.0,f37 f98
1328,0.0,f38 f40
1329,0.0,f38 f41
1330,0.0,f38 f42
1331,0.0,f38 f43
1332,0.0,f38 f45
1333,0.0,f38 f47
1334,0.0,f38 f49
1335,0.0,f38 f50
1336,0.0,f38 f51
1337,0.0,f38 f52
1338,0.0,f38 f55
1339,0.0,f38 f56
1340,0.0,f38 f58
1341,0.0,f38 f62
1342,0.0,f38 f63
1343,0.0,f38 f64
1344,0.0,f38 f66
1345,0.0,f38 f67
1346,0.0,f38 f69
1347,0.0,f38 f72
1348,0.0,f38 f73
1349,0.0,f38 f74
1350,0.0,f38 f77
1351,0.0,f38 f79
1352,0.0,f38 f81
1353,0.0,f38 f82
1354,0.0,f38 f84
1355,0.0,f38 f85
1356,0.0,f38 f89
1357,0.0,f38 f91
1358,0.0,f38 f97
1359,0.0,f38^2
1360,0.0,f39 f40
1361,0.0,f39 f48
1362,0.0,f39 f50
1363,0.0,f39 f54
1364,0.0,f39 f56
1365,0.0,f39 f57
1366,0.0,f39 f58
1367,0.0,f39 f59
1368,0.0,f39 f60
1369,0.0,f39 f63
1370,0.0,f39 f66
1371,0.0,f39 f68
1372,0.0,f39 f69
1373,0.0,f39 f77
1374,0.0,f39 f78
1375,0.0,f39 f81
1376,0.0,f39 f87
1377,0.0,f39 f89
1378,0.0,f39 f90
1379,0.0,f39 f91
1380,0.0,f39 f92
1381,0.0,f39 f93
1382,0.0,f39 f94
1383,0.0,f39 f96
1384,0.0,f39 f97
1385,0.0,f39 f98
1386,0.0,f39^2
1387,0.0,f4 f10
1388,0.0,f4 f11
1389,0.0,f4 f12
1390,0.0,f4 f13
1391,0.0,f4 f17
1392,0.0,f4 f18
1393,0.0,f4 f19
1394,0.0,f4 f21
1395,0.0,f4 f23
1396,0.0,f4 f24
1397,0.0,f4 f29
1398,0.0,f4 f30
1399,0.0,f4 f31
1400,0.0,f4 f33
1401,0.0,f4 f34
1402,0.0,f4 f36
1403,0.0,f4 f38
1404,0.0,f4 f39
1405,0.0,f4 f40
1406,0.0,f4 f41
1407,0.0,f4 f42
1408,0.0,f4 f43
1409,0.0,f4 f44
1410,0.0,f4 f45
1411,0.0,f4 f48
1412,0.0,f4 f50
1413,0.0,f4 f51
1414,0.0,f4 f55
1415,0.0,f4 f58
1416,0.0,f4 f60
1417,0.0,f4 f61
1418,0.0,f4 f63
1419,0.0,f4 f64
1420,0.0,f4 f65
1421,0.0,f4 f66
1422,0.0,f4 f69
1423,0.0,f4 f70
1424,0.0,f4 f72
1425,0.0,f4 f74
1426,0.0,f4 f76
1427,0.0,f4 f77
1428,0.0,f4 f78
1429,0.0,f4 f79
1430,0.0,f4 f80
1431,0.0,f4 f82
1432,0.0,f4 f84
1433,0.0,f4 f86
1434,0.0,f4 f87
1435,0.0,f4 f89
1436,0.0,f4 f91
1437,0.0,f4 f92
1438,0.0,f4 f94
1439,0.0,f4 f96
1440,0.0,f4 f97
1441,0.0,f4 f98
1442,0.0,f40 f42
1443,0.0,f40 f44
1444,0.0,f40 f45
1445,0.0,f40 f47
1446,0.0,f40 f48
1447,0.0,f40 f50
1448,0.0,f40 f51
1449,0.0,f40 f53
1450,0.0,f40 f55
1451,0.0,f40 f57
1452,0.0,f40 f58
1453,0.0,f40 f60
1454,0.0,f40 f61
1455,0.0,f40 f62
1456,0.0,f40 f63
1457,0.0,f40 f64
1458,0.0,f40 f65
1459,0.0,f40 f70
1460,0.0,f40 f72
1461,0.0,f40 f73
1462,0.0,f40 f74
1463,0.0,f40 f76
1464,0.0,f40 f77
1465,0.0,f40 f78
1466,0.0,f40 f79
1467,0.0,f40 f80
1468,0.0,f40 f82
1469,0.0,f40 f84
1470,0.0,f40 f86
1471,0.0,f40 f87
1472,0.0,f40 f88
1473,0.0,f40 f89
1474,0.0,f40 f93
1475,0.0,f40 f96
1476,0.0,f40 f97
1477,0.0,f40 f98
1478,0.0,f40 f99
1479,0.0,f40^2
1480,0.0,f41 f43
1481,0.0,f41 f44
1482,0.0,f41 f46
1483,0.0,f41 f47
1484,0.0,f41 f49
1485,0.0,f41 f50
1486,0.0,f41 f51
1487,0.0,f41 f52
1488,0.0,f41 f56
1489,0.0,f41 f57
1490,0.0,f41 f61
1491,0.0,f41 f63
1492,0.0,f41 f64
1493,0.0,f41 f65
1494,0.0,f41 f67
1495,0.0,f41 f68
1496,0.0,f41 f73
1497,0.0,f41 f74
1498,0.0,f41 f76
1499,0.0,f41 f78
1500,0.0,f41 f79
1501,0.0,f41 f80
1502,0.0,f41 f81
1503,0.0,f41 f82
1504,0.0,f41 f83
1505,0.0,f41 f84
1506,0.0,f41 f85
1507,0.0,f41 f87
1508,0.0,f41 f88
1509,0.0,f41 f89
1510,0.0,f41 f90
1511,0.0,f41 f91
1512,0.0,f41 f92
1513,0.0,f41 f93
1514,0.0,f41 f95
1515,0.0,f41 f99
1516,0.0,f42 f45
1517,0.0,f42 f47
1518,0.0,f42 f48
1519,0.0,f42 f50
1520,0.0,f42 f52
1521,0.0,f42 f56
1522,0.0,f42 f58
1523,0.0,f42 f59
1524,0.0,f42 f60
1525,0.0,f42 f61
1526,0.0,f42 f63
1527,0.0,f42 f64
1528,0.0,f42 f65
1529,0.0,f42 f67
1530,0.0,f42 f72
1531,0.0,f42 f74
1532,0.0,f42 f75
1533,0.0,f42 f76
1534,0.0,f42 f77
1535,0.0,f42 f79
1536,0.0,f42 f80
1537,0.0,f42 f82
1538,0.0,f42 f83
1539,0.0,f42 f87
1540,0.0,f42 f91
1541,0.0,f42 f92
1542,0.0,f42 f93
1543,0.0,f42 f95
1544,0.0,f42 f96
1545,0.0,f42 f97
1546,0.0,f42 f98
1547,0.0,f42 f99
1548,0.0,f42^2
1549,0.0,f43 f46
1550,0.0,f43 f47
1551,0.0,f43 f48
1552,0.0,f43 f49
1553,0.0,f43 f50
1554,0.0,f43 f51
1555,0.0,f43 f52
1556,0.0,f43 f53
1557,0.0,f43 f54
1558,0.0,f43 f56
1559,0.0,f43 f57
1560,0.0,f43 f61
1561,0.0,f43 f64
1562,0.0,f43 f66
1563,0.0,f43 f68
1564,0.0,f43 f70
1565,0.0,f43 f71
1566,0.0,f43 f72
1567,0.0,f43 f73
1568,0.0,f43 f75
1569,0.0,f43 f77
1570,0.0,f43 f79
1571,0.0,f43 f80
1572,0.0,f43 f82
1573,0.0,f43 f84
1574,0.0,f43 f87
1575,0.0,f43 f89
1576,0.0,f43 f90
1577,0.0,f43 f93
1578,0.0,f43 f94
1579,0.0,f43 f95
1580,0.0,f43 f96
1581,0.0,f43 f97
1582,0.0,f43 f98
1583,0.0,f43^2
1584,0.0,f44 f48
1585,0.0,f44 f51
1586,0.0,f44 f52
1587,0.0,f44 f53
1588,0.0,f44 f54
1589,0.0,f44 f56
1590,0.0,f44 f57
1591,0.0,f44 f59
1592,0.0,f44 f60
1593,0.0,f44 f63
1594,0.0,f44 f64
1595,0.0,f44 f65
1596,0.0,f44 f66
1597,0.0,f44 f67
1598,0.0,f44 f68
1599,0.0,f44 f71
1600,0.0,f44 f72
1601,0.0,f44 f74
1602,0.0,f44 f75
1603,0.0,f44 f76
1604,0.0,f44 f77
1605,0.0,f44 f78
1606,0.0,f44 f79
1607,0.0,f44 f80
1608,0.0,f44 f81
1609,0.0,f44 f82
1610,0.0,f44 f84
1611,0.0,f44 f85
1612,0.0,f44 f86
1613,0.0,f44 f87
1614,0.0,f44 f89
1615,0.0,f44 f91
1616,0.0,f44 f94
1617,0.0,f44 f96
1618,0.0,f44 f98
1619,0.0,f44^2
1620,0.0,f45 f46
1621,0.0,f45 f47
1622,0.0,f45 f48
1623,0.0,f45 f51
1624,0.0,f45 f52
1625,0.0,f45 f54
1626,0.0,f45 f55
1627,0.0,f45 f58
1628,0.0,f45 f59
1629,0.0,f45 f62
1630,0.0,f45 f64
1631,0.0,f45 f67
1632,0.0,f45 f68
1633,0.0,f45 f69
1634,0.0,f45 f70
1635,0.0,f45 f71
1636,0.0,f45 f72
1637,0.0,f45 f73
1638,0.0,f45 f76
1639,0.0,f45 f77
1640,0.0,f45 f78
1641,0.0,f45 f79
1642,0.0,f45 f80
1643,0.0,f45 f82
1644,0.0,f45 f86
1645,0.0,f45 f89
1646,0.0,f45 f90
1647,0.0,f45 f92
1648,0.0,f45 f94
1649,0.0,f45 f96
1650,0.0,f45 f97
1651,0.0,f45 f98
1652,0.0,f46
1653,0.0,f46 f49
1654,0.0,f46 f50
1655,0.0,f46 f51
1656,0.0,f46 f52
1657,0.0,f46 f54
1658,0.0,f46 f55
1659,0.0,f46 f58
1660,0.0,f46 f59
1661,0.0,f46 f61
1662,0.0,f46 f62
1663,0.0,f46 f63
1664,0.0,f46 f64
1665,0.0,f46 f68
1666,0.0,f46 f72
1667,0.0,f46 f73
1668,0.0,f46 f77
1669,0.0,f46 f80
1670,0.0,f46 f82
1671,0.0,f46 f83
1672,0.0,f46 f87
1673,0.0,f46 f89
1674,0.0,f46 f90
1675,0.0,f46 f92
1676,0.0,f46 f95
1677,0.0,f46 f96
1678,0.0,f46^2
1679,0.0,f47 f48
1680,0.0,f47 f49
1681,0.0,f47 f50
1682,0.0,f47 f54
1683,0.0,f47 f57
1684,0.0,f47 f59
1685,0.0,f47 f63
1686,0.0,f47 f64
1687,0.0,f47 f65
1688,0.0,f47 f67
1689,0.0,f47 f69
1690,0.0,f47 f70
1691,0.0,f47 f72
1692,0.0,f47 f73
1693,0.0,f47 f74
1694,0.0,f47 f75
1695,0.0,f47 f76
1696,0.0,f47 f78
1697,0.0,f47 f79
1698,0.0,f47 f81
1699,0.0,f47 f82
1700,0.0,f47 f83
1701,0.0,f47 f85
1702,0.0,f47 f86
1703,0.0,f47 f87
1704,0.0,f47 f91
1705,0.0,f47 f98
1706,0.0,f47 f99
1707,0.0,f48 f51
1708,0.0,f48 f57
1709,0.0,f48 f58
1710,0.0,f48 f59
1711,0.0,f48 f61
1712,0.0,f48 f62
1713,0.0,f48 f63
1714,0.0,f48 f65
1715,0.0,f48 f66
1716,0.0,f48 f68
1717,0.0,f48 f69
1718,0.0,f48 f70
1719,0.0,f48 f71
1720,0.0,f48 f75
1721,0.0,f48 f77
1722,0.0,f48 f78
1723,0.0,f48 f79
1724,0.0,f48 f84
1725,0.0,f48 f86
1726,0.0,f48 f93
1727,0.0,f48 f95
1728,0.0,f48 f96
1729,0.0,f48 f97
1730,0.0,f49 f50
1731,0.0,f49 f52
1732,0.0,f49 f53
1733,0.0,f49 f54
1734,0.0,f49 f55
1735,0.0,f49 f58
1736,0.0,f49 f61
1737,0.0,f49 f63
1738,0.0,f49 f65
1739,0.0,f49 f67
1740,0.0,f49 f69
1741,0.0,f49 f72
1742,0.0,f49 f73
1743,0.0,f49 f74
1744,0.0,f49 f77
1745,0.0,f49 f83
1746,0.0,f49 f86
1747,0.0,f49 f87
1748,0.0,f49 f89
1749,0.0,f49 f91
1750,0.0,f49 f92
1751,0.0,f49 f93
1752,0.0,f49 f94
1753,0.0,f49 f95
1754,0.0,f49 f97
1755,0.0,f49 f98
1756,0.0,f49 f99
1757,0.0,f49^2
1758,0.0,f4^2
1759,0.0,f5 f10
1760,0.0,f5 f11
1761,0.0,f5 f13
1762,0.0,f5 f14
1763,0.0,f5 f16
1764,0.0,f5 f17
1765,0.0,f5 f20
1766,0.0,f5 f23
1767,0.0,f5 f26
1768,0.0,f5 f30
1769,0.0,f5 f33
1770,0.0,f5 f34
1771,0.0,f5 f35
1772,0.0,f5 f38
1773,0.0,f5 f44
1774,0.0,f5 f45
1775,0.0,f5 f51
1776,0.0,f5 f52
1777,0.0,f5 f54
1778,0.0,f5 f55
1779,0.0,f5 f56
1780,0.0,f5 f57
1781,0.0,f5 f58
1782,0.0,f5 f59
1783,0.0,f5 f6
1784,0.0,f5 f60
1785,0.0,f5 f61
1786,0.0,f5 f64
1787,0.0,f5 f66
1788,0.0,f5 f67
1789,0.0,f5 f69
1790,0.0,f5 f7
1791,0.0,f5 f71
1792,0.0,f5 f73
1793,0.0,f5 f75
1794,0.0,f5 f77
1795,0.0,f5 f78
1796,0.0,f5 f79
1797,0.0,f5 f81
1798,0.0,f5 f84
1799,0.0,f5 f85
1800,0.0,f5 f86
1801,0.0,f5 f87
1802,0.0,f5 f88
1803,0.0,f5 f89
1804,0.0,f5 f91
1805,0.0,f5 f94
1806,0.0,f5 f95
1807,0.0,f5 f96
1808,0.0,f5 f97
1809,0.0,f5 f98
1810,0.0,f5 f99
1811,0.0,f50 f52
1812,0.0,f50 f53
1813,0.0,f50 f55
1814,0.0,f50 f56
1815,0.0,f50 f59
1816,0.0,f50 f60
1817,0.0,f50 f61
1818,0.0,f50 f63
1819,0.0,f50 f64
1820,0.0,f50 f68
1821,0.0,f50 f69
1822,0.0,f50 f71
1823,0.0,f50 f72
1824,0.0,f50 f73
1825,0.0,f50 f74
1826,0.0,f50 f77
1827,0.0,f50 f78
1828,0.0,f50 f82
1829,0.0,f50 f85
1830,0.0,f50 f87
1831,0.0,f50 f88
1832,0.0,f50 f91
1833,0.0,f50 f93
1834,0.0,f50 f94
1835,0.0,f50 f95
1836,0.0,f50 f99
1837,0.0,f50^2
1838,0.0,f51 f53
1839,0.0,f51 f54
1840,0.0,f51 f55
1841,0.0,f51 f56
1842,0.0,f51 f58
1843,0.0,f51 f59
1844,0.0,f51 f62
1845,0.0,f51 f64
1846,0.0,f51 f65
1847,0.0,f51 f66
1848,0.0,f51 f71
1849,0.0,f51 f73
1850,0.0,f51 f76
1851,0.0,f51 f81
1852,0.0,f51 f84
1853,0.0,f51 f86
1854,0.0,f51 f87
1855,0.0,f51 f89
1856,0.0,f51 f91
1857,0.0,f51 f92
1858,0.0,f51 f93
1859,0.0,f51 f94
1860,0.0,f51 f96
1861,0.0,f51 f99
1862,0.0,f52 f53
1863,0.0,f52 f56
1864,0.0,f52 f57
1865,0.0,f52 f58
1866,0.0,f52 f60
1867,0.0,f52 f62
1868,0.0,f52 f63
1869,0.0,f52 f65
1870,0.0,f52 f66
1871,0.0,f52 f67
1872,0.0,f52 f68
1873,0.0,f52 f70
1874,0.0,f52 f71
1875,0.0,f52 f73
1876,0.0,f52 f74
1877,0.0,f52 f77
1878,0.0,f52 f79
1879,0.0,f52 f80
1880,0.0,f52 f84
1881,0.0,f52 f85
1882,0.0,f52 f87
1883,0.0,f52 f89
1884,0.0,f52 f92
1885,0.0,f52 f93
1886,0.0,f52 f94
1887,0.0,f52 f95
1888,0.0,f52 f97
1889,0.0,f52 f98
1890,0.0,f53 f55
1891,0.0,f53 f56
1892,0.0,f53 f58
1893,0.0,f53 f61
1894,0.0,f53 f63
1895,0.0,f53 f65
1896,0.0,f53 f66
1897,0.0,f53 f68
1898,0.0,f53 f70
1899,0.0,f53 f75
1900,0.0,f53 f76
1901,0.0,f53 f81
1902,0.0,f53 f82
1903,0.0,f53 f84
1904,0.0,f53 f87
1905,0.0,f53 f88
1906,0.0,f53 f89
1907,0.0,f53 f92
1908,0.0,f53 f93
1909,0.0,f53 f94
1910,0.0,f53 f95
1911,0.0,f53 f96
1912,0.0,f53 f97
1913,0.0,f53 f98
1914,0.0,f53^2
1915,0.0,f54 f55
1916,0.0,f54 f56
1917,0.0,f54 f58
1918,0.0,f54 f59
1919,0.0,f54 f60
1920,0.0,f54 f61
1921,0.0,f54 f62
1922,0.0,f54 f63
1923,0.0,f54 f64
1924,0.0,f54 f65
1925,0.0,f54 f66
1926,0.0,f54 f67
1927,0.0,f54 f68
1928,0.0,f54 f72
1929,0.0,f54 f73
1930,0.0,f54 f76
1931,0.0,f54 f78
1932,0.0,f54 f79
1933,0.0,f54 f80
1934,0.0,f54 f83
1935,0.0,f54 f84
1936,0.0,f54 f88
1937,0.0,f54 f92
1938,0.0,f54 f93
1939,0.0,f54 f94
1940,0.0,f54 f96
1941,0.0,f54 f97
1942,0.0,f54^2
1943,0.0,f55 f56
1944,0.0,f55 f57
1945,0.0,f55 f62
1946,0.0,f55 f64
1947,0.0,f55 f67
1948,0.0,f55 f68
1949,0.0,f55 f69
1950,0.0,f55 f70
1951,0.0,f55 f72
1952,0.0,f55 f75
1953,0.0,f55 f76
1954,0.0,f55 f77
1955,0.0,f55 f78
1956,0.0,f55 f84
1957,0.0,f55 f85
1958,0.0,f55 f86
1959,0.0,f55 f87
1960,0.0,f55 f90
1961,0.0,f55 f92
1962,0.0,f55 f93
1963,0.0,f55 f96
1964,0.0,f55^2
1965,0.0,f56 f57
1966,0.0,f56 f58
1967,0.0,f56 f60
1968,0.0,f56 f62
1969,0.0,f56 f63
1970,0.0,f56 f64
1971,0.0,f56 f65
1972,0.0,f56 f66
1973,0.0,f56 f67
1974,0.0,f56 f71
1975,0.0,f56 f72
1976,0.0,f56 f73
1977,0.0,f56 f74
1978,0.0,f56 f75
1979,0.0,f56 f77
1980,0.0,f56 f78
1981,0.0,f56 f79
1982,0.0,f56 f82
1983,0.0,f56 f84
1984,0.0,f56 f85
1985,0.0,f56 f86
1986,0.0,f56 f88
1987,0.0,f56 f89
1988,0.0,f56 f92
1989,0.0,f56 f93
1990,0.0,f56 f95
1991,0.0,f56 f97
1992,0.0,f56 f99
1993,0.0,f56^2
1994,0.0,f57 f60
1995,0.0,f57 f63
1996,0.0,f57 f65
1997,0.0,f57 f66
1998,0.0,f57 f68
1999,0.0,f57 f71
2000,0.0,f57 f75
2001,0.0,f57 f77
2002,0.0,f57 f78
2003,0.0,f57 f80
2004,0.0,f57 f83
2005,0.0,f57 f84
2006,0.0,f57 f85
2007,0.0,f57 f86
2008,0.0,f57 f87
2009,0.0,f57 f88
2010,0.0,f57 f90
2011,0.0,f57 f92
2012,0.0,f57 f93
2013,0.0,f57 f95
2014,0.0,f57 f98
2015,0.0,f57 f99
2016,0.0,f57^2
2017,0.0,f58 f59
2018,0.0,f58 f60
2019,0.0,f58 f62
2020,0.0,f58 f68
2021,0.0,f58 f70
2022,0.0,f58 f71
2023,0.0,f58 f73
2024,0.0,f58 f77
2025,0.0,f58 f78
2026,0.0,f58 f79
2027,0.0,f58 f82
2028,0.0,f58 f83
2029,0.0,f58 f84
2030,0.0,f58 f87
2031,0.0,f58 f89
2032,0.0,f58 f91
2033,0.0,f58 f94
2034,0.0,f58 f95
2035,0.0,f58 f99
2036,0.0,f58^2
2037,0.0,f59 f64
2038,0.0,f59 f65
2039,0.0,f59 f66
2040,0.0,f59 f67
2041,0.0,f59 f70
2042,0.0,f59 f71
2043,0.0,f59 f72
2044,0.0,f59 f73
2045,0.0,f59 f76
2046,0.0,f59 f80
2047,0.0,f59 f82
2048,0.0,f59 f83
2049,0.0,f59 f85
2050,0.0,f59 f88
2051,0.0,f59 f91
2052,0.0,f59 f93
2053,0.0,f59 f97
2054,0.0,f59 f99
2055,0.0,f5^2
2056,0.0,f6 f10
2057,0.0,f6 f12
2058,0.0,f6 f14
2059,0.0,f6 f15
2060,0.0,f6 f18
2061,0.0,f6 f20
2062,0.0,f6 f25
2063,0.0,f6 f29
2064,0.0,f6 f30
2065,0.0,f6 f31
2066,0.0,f6 f34
2067,0.0,f6 f38
2068,0.0,f6 f40
2069,0.0,f6 f41
2070,0.0,f6 f42
2071,0.0,f6 f43
2072,0.0,f6 f44
2073,0.0,f6 f45
2074,0.0,f6 f46
2075,0.0,f6 f49
2076,0.0,f6 f50
2077,0.0,f6 f51
2078,0.0,f6 f52
2079,0.0,f6 f53
2080,0.0,f6 f54
2081,0.0,f6 f55
2082,0.0,f6 f57
2083,0.0,f6 f58
2084,0.0,f6 f59
2085,0.0,f6 f60
2086,0.0,f6 f62
2087,0.0,f6 f63
2088,0.0,f6 f66
2089,0.0,f6 f67
2090,0.0,f6 f73
2091,0.0,f6 f75
2092,0.0,f6 f77
2093,0.0,f6 f78
2094,0.0,f6 f80
2095,0.0,f6 f82
2096,0.0,f6 f87
2097,0.0,f6 f88
2098,0.0,f6 f89
2099,0.0,f6 f9
2100,0.0,f6 f90
2101,0.0,f6 f91
2102,0.0,f6 f92
2103,0.0,f6 f93
2104,0.0,f6 f94
2105,0.0,f6 f97
2106,0.0,f6 f98
2107,0.0,f6 f99
2108,0.0,f60 f62
2109,0.0,f60 f64
2110,0.0,f60 f66
2111,0.0,f60 f67
2112,0.0,f60 f69
2113,0.0,f60 f73
2114,0.0,f60 f74
2115,0.0,f60 f75
2116,0.0,f60 f77
2117,0.0,f60 f79
2118,0.0,f60 f82
2119,0.0,f60 f83
2120,0.0,f60 f88
2121,0.0,f60 f89
2122,0.0,f60 f92
2123,0.0,f60 f93
2124,0.0,f60 f94
2125,0.0,f60 f95
2126,0.0,f60 f98
2127,0.0,f60^2
2128,0.0,f61 f62
2129,0.0,f61 f63
2130,0.0,f61 f64
2131,0.0,f61 f65
2132,0.0,f61 f68
2133,0.0,f61 f70
2134,0.0,f61 f71
2135,0.0,f61 f74
2136,0.0,f61 f76
2137,0.0,f61 f77
2138,0.0,f61 f78
2139,0.0,f61 f79
2140,0.0,f61 f80
2141,0.0,f61 f83
2142,0.0,f61 f84
2143,0.0,f61 f86
2144,0.0,f61 f87
2145,0.0,f61 f88
2146,0.0,f61 f89
2147,0.0,f61 f91
2148,0.0,f61 f93
2149,0.0,f61 f94
2150,0.0,f61 f95
2151,0.0,f61^2
2152,0.0,f62 f63
2153,0.0,f62 f64
2154,0.0,f62 f67
2155,0.0,f62 f68
2156,0.0,f62 f72
2157,0.0,f62 f74
2158,0.0,f62 f77
2159,0.0,f62 f79
2160,0.0,f62 f80
2161,0.0,f62 f81
2162,0.0,f62 f83
2163,0.0,f62 f84
2164,0.0,f62 f86
2165,0.0,f62 f87
2166,0.0,f62 f88
2167,0.0,f62 f89
2168,0.0,f62 f95
2169,0.0,f62 f97
2170,0.0,f62 f98
2171,0.0,f62^2
2172,0.0,f63
2173,0.0,f63 f64
2174,0.0,f63 f66
2175,0.0,f63 f71
2176,0.0,f63 f74
2177,0.0,f63 f75
2178,0.0,f63 f77
2179,0.0,f63 f79
2180,0.0,f63 f80
2181,0.0,f63 f83
2182,0.0,f63 f84
2183,0.0,f63 f85
2184,0.0,f63 f87
2185,0.0,f63 f88
2186,0.0,f63 f90
2187,0.0,f63 f93
2188,0.0,f63 f95
2189,0.0,f63 f97
2190,0.0,f63 f98
2191,0.0,f63 f99
2192,0.0,f64 f66
2193,0.0,f64 f67
2194,0.0,f64 f68
2195,0.0,f64 f69
2196,0.0,f64 f71
2197,0.0,f64 f72
2198,0.0,f64 f73
2199,0.0,f64 f74
2200,0.0,f64 f75
2201,0.0,f64 f76
2202,0.0,f64 f77
2203,0.0,f64 f81
2204,0.0,f64 f83
2205,0.0,f64 f84
2206,0.0,f64 f86
2207,0.0,f64 f87
2208,0.0,f64 f89
2209,0.0,f64 f91
2210,0.0,f64 f92
2211,0.0,f64 f93
2212,0.0,f64 f94
2213,0.0,f64 f95
2214,0.0,f64 f97
2215,0.0,f64 f99
2216,0.0,f64^2
2217,0.0,f65 f69
2218,0.0,f65 f71
2219,0.0,f65 f73
2220,0.0,f65 f75
2221,0.0,f65 f76
2222,0.0,f65 f77
2223,0.0,f65 f78
2224,0.0,f65 f79
2225,0.0,f65 f83
2226,0.0,f65 f84
2227,0.0,f65 f86
